X,Dam_Name,Continent,Lat,Long,Source,Flag,Article_source,ORD_FLOW,storage,up_area_sk,dem,underground,sgr_dk_rav,row_max_tmin,row_max_q
20128,Tioga Dam,North America,41.90167,-77.12833,USGS,record,"Global Dam Tracker:A database of more than 42880dams with location,catchment,and attribute information",6,11.71807763,725.578,454,498,38,15.4,134
24078,Upper Oso,North America,33.658,-117.632,USGS,record,"Global Dam Tracker:A database of more than 42881dams with location,catchment,and attribute information",7,4.563882865,11.7896,157,529,126,18.8,2.8
21805,Heitz,North America,38.507,-122.46,USGS,record,"Global Dam Tracker:A database of more than 42882dams with location,catchment,and attribute information",7,0.335507065,28.0606,251,325,180,13.9,31.3
22786,Middle Folk Slurry Impoundment Dam,North America,36.95833,-82.2,USGS,record,"Global Dam Tracker:A database of more than 42883dams with location,catchment,and attribute information",7,4.070490123,17.8338,642,428,196,18.1,173.6
19497,Hinckley,North America,43.3086,-75.1089,USGS,record,"Global Dam Tracker:A database of more than 42884dams with location,catchment,and attribute information",5,93.99131738,958.902,380,234,137,14.8,448.5
24774,Cane River Lake Dam,North America,31.56667,-92.97166,USGS,record,"Global Dam Tracker:A database of more than 42885dams with location,catchment,and attribute information",6,14.80178226,130.789,36,18,3,23.9,193.3
23478,Webbers Falls Lock And Dam,North America,35.55333,-95.16833,USGS,record,"Global Dam Tracker:A database of more than 42886dams with location,catchment,and attribute information",4,209.8152636,245052,190,254,7,24.1,96.6
20906,Lake Redman,North America,39.89833,-76.71167,USGS,record,"Global Dam Tracker:A database of more than 42887dams with location,catchment,and attribute information",6,6.813753769,100.528,233,285,39,18.9,88.7
21571,Racine L & D,North America,38.91667,-81.91167,USGS,record,"Global Dam Tracker:A database of more than 42888dams with location,catchment,and attribute information",3,189.5861612,103466,219,256,1,18.3,158.2
24631,Paluxy River Ws Scs Site 19 Dam,North America,32.2383,-98.0267,USGS,record,"Global Dam Tracker:A database of more than 42889dams with location,catchment,and attribute information",7,0.246696371,29.4212,349,207,68,25.8,6
23061,Santa Cruz Site 4 Dam,North America,36.01,-105.98,USGS,record,"Global Dam Tracker:A database of more than 42890dams with location,catchment,and attribute information",8,0.397181157,439.374,1956,551,112,14.6,6.1
23545,Scs-Little Washita River Site-25,North America,34.875,-98.2217,USGS,record,"Global Dam Tracker:A database of more than 42891dams with location,catchment,and attribute information",7,0.070308466,58.9689,419,277,16,25.2,7.4
19980,Semler Dam,North America,41.67831,-99.37209,USGS,record,"Global Dam Tracker:A database of more than 42892dams with location,catchment,and attribute information",8,0.493392742,0.16036,745,174,15,17.9,4.9
23707,Poteau River Wid Site 06,North America,34.96333,-94.08167,USGS,record,"Global Dam Tracker:A database of more than 42893dams with location,catchment,and attribute information",7,0.226960661,16.36,265,197,56,23.9,7.9
20853,Little King Ranch,North America,40.26167,-106.11667,USGS,record,"Global Dam Tracker:A database of more than 42894dams with location,catchment,and attribute information",8,1.344495222,14.0883,2883,442,211,4.9,140.6
23142,Shelley Lake,North America,35.857,-78.661,USGS,record,"Global Dam Tracker:A database of more than 42895dams with location,catchment,and attribute information",7,0.548899426,22.6105,106,110,46,21,34.9
22777,Wappapello Dam,North America,36.93,-90.27833,USGS,record,"Global Dam Tracker:A database of more than 42896dams with location,catchment,and attribute information",5,756.3710737,3346.57,138,125,9,22.4,216.8
25030,Fm 1-2 (Fort Meade),North America,27.77,-81.83,USGS,record,"Global Dam Tracker:A database of more than 42897dams with location,catchment,and attribute information",7,39.47141937,15.3838,46,48,18,23.3,345.8
20151,Echo,North America,40.96333,-111.43166,USGS,record,"Global Dam Tracker:A database of more than 42898dams with location,catchment,and attribute information",6,91.20364838,1868.24,2004,410,83,12.7,4.8
23829,Scs-Caddo Creek Site-13,North America,34.28,-97.1683,USGS,record,"Global Dam Tracker:A database of more than 42899dams with location,catchment,and attribute information",8,7.531640209,13.6506,281,187,29,25.6,6.3
22814,Blue Diamond Coal:Lower Slate Dump Dam,North America,37.04278,-83.18806,USGS,record,"Global Dam Tracker:A database of more than 42900dams with location,catchment,and attribute information",7,0.308987205,20.0503,455,440,192,18,224.6
18209,Nilan North Dam,North America,47.48667,-112.53833,USGS,record,"Global Dam Tracker:A database of more than 42901dams with location,catchment,and attribute information",8,12.45816674,17.4114,1614,484,70,11.6,4.2
23050,Hughes,North America,35.88833,-121.22,USGS,record,"Global Dam Tracker:A database of more than 42902dams with location,catchment,and attribute information",6,0.246696371,203.457,539,474,28,12.5,65.4
20734,Rathbun Dam,North America,40.82833,-92.87667,USGS,record,"Global Dam Tracker:A database of more than 42903dams with location,catchment,and attribute information",5,253.3066003,1426.81,291,80,53,20.1,27.5
21195,Lovewell,North America,39.885,-98.02834,USGS,record,"Global Dam Tracker:A database of more than 42904dams with location,catchment,and attribute information",6,30.75070265,878.998,487,149,15,20.5,6.2
19141,King S Mill Dam,North America,44.29727,-93.30275,USGS,record,"Global Dam Tracker:A database of more than 42905dams with location,catchment,and attribute information",6,17.39209416,685.183,321,65,6,17.6,139.6
18620,Orwell Reservoir & Dam,North America,46.21667,-96.18,USGS,record,"Global Dam Tracker:A database of more than 42906dams with location,catchment,and attribute information",5,9.929528935,4546.2,343,47,17,16.4,103.4
19654,Bradley Lake Dam,North America,42.74778,-73.66889,USGS,record,"Global Dam Tracker:A database of more than 42907dams with location,catchment,and attribute information",7,0.134449522,6.1478,69,138,0,17.9,136.5
22876,Scs-Upper Black Bear Creek Site-41,North America,36.325,-97.49,USGS,record,"Global Dam Tracker:A database of more than 42908dams with location,catchment,and attribute information",7,0.844935071,55.0086,342,127,19,24.1,11.2
20763,Mahoning Creek Dam,North America,40.92167,-79.27833,USGS,record,"Global Dam Tracker:A database of more than 42909dams with location,catchment,and attribute information",5,11.77975172,888.618,442,289,75,16.8,224.9
19587,China Hat,North America,42.84333,-111.60333,USGS,record,"Global Dam Tracker:A database of more than 42910dams with location,catchment,and attribute information",7,431.7186494,27.0804,1897,313,3,10.4,5.6
19476,Steele Reservoir Dam,North America,43.15028,-74.06194,USGS,record,"Global Dam Tracker:A database of more than 42911dams with location,catchment,and attribute information",7,3.330401009,7.67171,374,155,124,15.4,321.8
21472,Woodmoor Lake,North America,39.09833,-104.86,USGS,record,"Global Dam Tracker:A database of more than 42912dams with location,catchment,and attribute information",8,0.85110248,0.166599,2506,761,130,11,3.8
20918,Lake Viking Dam,North America,39.93778,-94.05695,USGS,record,"Global Dam Tracker:A database of more than 42913dams with location,catchment,and attribute information",7,30.92955752,39.1821,273,128,43,20,6.2
23329,Gaston Shoals Lower,North America,35.13805,-81.5975,USGS,record,"Global Dam Tracker:A database of more than 42914dams with location,catchment,and attribute information",5,3.083704638,3367.74,235,145,0,20.7,32.2
21122,Forbestown Div,North America,39.552,-121.208,USGS,record,"Global Dam Tracker:A database of more than 42915dams with location,catchment,and attribute information",6,0.441586504,242.607,861,701,252,15.1,312.7
20111,Merriman Dam,North America,41.80111,-74.42555,USGS,record,"Global Dam Tracker:A database of more than 42916dams with location,catchment,and attribute information",6,189.5035179,251.579,367,388,118,16.7,188.2
20398,Lake Mahopac Dam,North America,41.37417,-73.75417,USGS,record,"Global Dam Tracker:A database of more than 42917dams with location,catchment,and attribute information",7,20.57941127,18.3581,140,276,55,18.7,185.9
20343,Trinity Dam,North America,41.21444,-73.55473,USGS,record,"Global Dam Tracker:A database of more than 42918dams with location,catchment,and attribute information",7,3.145378731,18.0761,124,253,76,19,176.7
25005,Fort Green Fg-2,North America,27.69,-82.01,USGS,record,"Global Dam Tracker:A database of more than 42919dams with location,catchment,and attribute information",6,14.97940365,14.256,41,34,10,23.5,341.6
19269,Vaughn Reservoir,North America,44.0033,-117.91,USGS,record,"Global Dam Tracker:A database of more than 42920dams with location,catchment,and attribute information",7,1.017622531,45.2613,1244,1209,218,14.3,2.5
22441,Kolob Creek,North America,37.43333,-113.04833,USGS,record,"Global Dam Tracker:A database of more than 42921dams with location,catchment,and attribute information",7,6.890229644,20.9566,2233,708,480,9.7,8.3
23307,Isabella Dam,North America,35.605,-118.47333,USGS,record,"Global Dam Tracker:A database of more than 42922dams with location,catchment,and attribute information",7,700.6176938,98.1552,1644,738,423,20.7,3.8
19021,Second Connecticut Lake Dam,North America,45.14139,-71.18166,USGS,record,"Global Dam Tracker:A database of more than 42923dams with location,catchment,and attribute information",6,14.37006361,117.238,676,235,76,12.3,438.6
24679,Smithport Dam,North America,32.11667,-93.56333,USGS,record,"Global Dam Tracker:A database of more than 42924dams with location,catchment,and attribute information",6,14.18504134,523.52,64,76,12,23.4,72.4
18474,Alder,North America,46.81833,-122.30833,USGS,record,"Global Dam Tracker:A database of more than 42925dams with location,catchment,and attribute information",5,286.0888476,763.511,631,483,224,12.3,279.9
20708,Mohicanville Dam,North America,40.725,-82.15333,USGS,record,"Global Dam Tracker:A database of more than 42926dams with location,catchment,and attribute information",6,0.022202673,692.019,336,218,5,17,200.9
18463,Three Mile Reservoir (L.&C.),North America,46.69667,-112.18,USGS,record,"Global Dam Tracker:A database of more than 42927dams with location,catchment,and attribute information",8,0.222026734,16.4858,1400,754,252,12.1,2.8
21437,Cononame 4,North America,39,-104.89167,USGS,record,"Global Dam Tracker:A database of more than 42928dams with location,catchment,and attribute information",8,0.075242393,0.166865,2341,775,0,9.9,3.7
22951,Reelfoot-Indian Creek #18,North America,36.38278,-89.34222,USGS,record,"Global Dam Tracker:A database of more than 42929dams with location,catchment,and attribute information",7,1.054626986,21.4324,107,55,72,23,176.4
24280,Two Rivers Dam (Diamond A & Rocky),North America,33.29833,-104.72167,USGS,record,"Global Dam Tracker:A database of more than 42930dams with location,catchment,and attribute information",7,0.001233482,2498.57,1346,644,56,22.5,3.9
20083,Stillwater Dam,North America,41.695,-75.485,USGS,record,"Global Dam Tracker:A database of more than 42931dams with location,catchment,and attribute information",6,14.80178226,93.9665,574,347,67,15.2,192.1
25145,Revolución Mexicana,North America,24.526705,-104.666173,,record,"Global Dam Tracker:A database of more than 42932dams with location,catchment,and attribute information",10,127,415.126,2082,480,5,14.6,8.3
19820,Cohasse Reservoir Dam,North America,42.04659,-72.05279,USGS,record,"Global Dam Tracker:A database of more than 42933dams with location,catchment,and attribute information",7,1.02378994,26.7944,188,347,92,16.9,228.4
20707,Keystone Station,North America,40.72833,-79.29,USGS,record,"Global Dam Tracker:A database of more than 42934dams with location,catchment,and attribute information",6,33.30401009,101.629,386,228,26,17.3,200.9
21379,Taylorsville Dam,North America,39.87444,-84.16194,USGS,record,"Global Dam Tracker:A database of more than 42935dams with location,catchment,and attribute information",5,476.1239962,3099.72,269,163,9,19.4,142.2
20303,Mogadore Reservoir Dam,North America,41.05778,-81.38055,USGS,record,"Global Dam Tracker:A database of more than 42936dams with location,catchment,and attribute information",7,8.634372987,52.2849,340,101,12,17.2,214.9
24608,Upper Bosque River Ws Scs Site 17 Dam,North America,32.13,-98.1667,USGS,record,"Global Dam Tracker:A database of more than 42937dams with location,catchment,and attribute information",7,0.244229407,55.4221,391,162,50,25.6,7.1
21667,Lorelei Lake #2 Dam,North America,39.13083,-94.05556,USGS,record,"Global Dam Tracker:A database of more than 42938dams with location,catchment,and attribute information",3,0.032070528,1226090,235,106,2,20.9,24.6
20646,Grand Lake St. Marys - West Embankment,North America,40.535,-84.57333,USGS,record,"Global Dam Tracker:A database of more than 42939dams with location,catchment,and attribute information",6,67.16925443,233.493,277,14,19,18.5,138
19250,Center Lake Dam,North America,43.80333,-103.41833,USGS,record,"Global Dam Tracker:A database of more than 42940dams with location,catchment,and attribute information",8,0.532864161,25.8718,1388,652,248,12.2,4.7
